source,source_record_id,source_url,name,leadership,religion,nation_line_raw,regent_raw,foundation_raw,address_raw,city,state,postcode,photo_urls
mapeando_axe_2010,1910,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Bamilá,Tiago Machado Ferreira,Candomblé,"Jurema, Nagô",Ogum Xoroquê,1993,"Rua do Mutirão, 2 C, Peixinhos",Olinda,PE,53220-340,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1535_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1535_2.jpg
mapeando_axe_2010,1909,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Bamiô,Carlos VIeira Ramos,Candomblé,"Jêje, Jurema, Nagô",Mestra Maria Luziara,1991,"Rua João Guimarães, 83, Peixinhos",Olinda,PE,53260-460,
mapeando_axe_2010,1908,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oya Bomique e Xangô Oduluan,José Rudimar Santos Júnior,Batuque,Cabinda,"Orixá, Caboclo, Preto Velho",1972,"Rua Astrogildo Barcelos, 953, VIla Elza",VIamão,RS,94420-140,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4657_1.jpg
mapeando_axe_2010,1907,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Divina,Jefferson Alves de Melo,Candomblé,Nagô,Oiá,1999,"Rua das Heroínas, 102, Cajueiro Seco",Jaboatão dos Guararapes,PE,54330-083,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3415_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3415_2.jpg
mapeando_axe_2010,1906,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oya Divina Tope,André Carlos da Silva,Nagô,Nagô,Iansã,1996,"Rua Cristiano de Castro, 26, Ibura",Recife,PE,51240-500,
mapeando_axe_2010,1905,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Divina Xangô Laira Ibonam,Sônia Maria da Silva,Nagô,Nagô,Oiá,,"Rua Vereador Otacílio de Azevedo, 135, Nova Descoberta",Recife,PE,52291-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5422_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5422_2.jpg
mapeando_axe_2010,1904,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Egui Balé,Valdemir Francisco Macedo,Candomblé,Jêje,Oiá,1994,"Rua São Silvestre, 47, Ipsep",Recife,PE,51350-540,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/573_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/573_2.jpg
mapeando_axe_2010,1903,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Egum,Marcos Henrique da Silva Oliveira,Candomblé,Ketu,Oiá,2003,"Rua 2ª Travessa Itaguá, 59, São José",Recife,PE,50008-072,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/456_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/456_2.jpg
mapeando_axe_2010,1902,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Egún,Risole José de Lima Gonçalves,"Candomblé, Jurema","Angola, Ketu, Jurema",Oiá Egún,1992,"Rua Rosina Bazante, 76, Vasco da Gama",Recife,PE,52081-203,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1518_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1518_2.jpg
mapeando_axe_2010,1901,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Egun,Maria de Lourdes de Paula,Candomblé,"Jêje, Nagô","Oiá, Mestre José Galo Preto",2005,"Rua Joinville, 11, Pilar",Itamaracá,PE,53900-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1984_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1984_2.jpg
mapeando_axe_2010,1900,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Egun Nelé,Marcelino VIeira de Melo,Candomblé,"Ketu, Jêje Mahin, Nagô",Oiá,2004,"Rua Oscar Silva Figueiredo, 186, Bairro Novo do Carmelo",Camaragibe,PE,54762-310,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1372_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1372_2.jpg
mapeando_axe_2010,1899,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Féloyar,Cíntia Carlena Carvalho Araújo,Candomblé,Ketu,Cabocla Jarina,2002,"Rua Recife, 153, Águas Lindas",Ananindeua,PA,67118-510,
mapeando_axe_2010,1898,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Filiaba,Jerônimo Guedes Alburquerque Neto,Candomblé,Ketu,Zé Filintra,2002,"Rua Ibimirim, 85, Piedade",Jaboatão dos Guararapes,PE,54410-680,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3410_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3410_2.jpg
mapeando_axe_2010,1897,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Funiqué Tofã,Cristiano Oliveira da Silva,Batuque,Cabinda,Oiá,2000,"Rua Primavera, 2398, Rio Branco",Canoas,RS,92200-300,
mapeando_axe_2010,1896,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gadê,Luize Maria Monteiro Pires,Candomblé,"Ketu, Nagô","Iansã, Cabocla Jandira, Mestre Boiadeiro, Preta Velha Maria da Costa, Maria Padilha, Manoel Bigodão, Mestra Maria das Campinas",1996,"Brigadeiro Aldo Pinho Alves, 435, Nossa Senhora do Ó",Paulista,PE,53429-060,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1103_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1103_2.jpg
mapeando_axe_2010,1895,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gadê,Wilson Sotero dos Santos,Candomblé,Ketu,Mestra Paulina,1985,"2ª Travessa da Rua São Domingos, 25, Barra de Jangada",Jaboatão dos Guararapes,PE,54460-335,
mapeando_axe_2010,1894,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,José Esmeraldo de Souza,Candomblé,"Xambá, Nagô",Oiá Gigan,1984,"Estrada do Redentor, Nº13, Santana",Camaragibe,PE,54762-090,
mapeando_axe_2010,1893,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,Aluizia França de Lima,Candomblé,"Nagô, Jêje",Oiá,1983,"Avenida Professor José dos Anjos, 165, Campo Grande",Recife,PE,52041-740,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2748_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2748_2.jpg
mapeando_axe_2010,1892,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,Eraldo Rodrigues da Paz,Candomblé,Nagô,Oiá,1978,"Rua 21 de Abril, 1769, Mangueira",Recife,PE,50820-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2917_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2917_2.jpg
mapeando_axe_2010,1891,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,Leonardo Silva de Albuquerque,Candomblé,Nagô,Oiá,2005,"Estrada de Aguazinha, 700 M, Aguazinha",Olinda,PE,53270-240,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3693_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3693_2.jpg
mapeando_axe_2010,1890,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,IVana Ferreira dos Santos,"Jurema, Nagô",Nagô,Iansã,1995,"Rua Santa Joana D'Arc, 45, Jardim Uchoa",Recife,PE,50780-200,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4396_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4396_2.jpg
mapeando_axe_2010,1889,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Gigan,Egberto Ferreira Araújo,Candomblé,Nagô,Mestre José VIeira,1968,"Rua Santo André, 98, Madalena",Recife,PE,50610-430,
mapeando_axe_2010,1888,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Guerê,Moisés Gomes Cabral,"Candomblé, Jurema","Jêje, Jurema, Nagô","Mestra Ritinha, Iansã",1990,"Rua Equador, 785, Pau Amarelo",Paulista,PE,53425-760,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1112_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1112_2.jpg
mapeando_axe_2010,1887,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Guerê,Robson José da Silva,Candomblé,Jêje,Oiá,2000,"Conjunto Habitacional Capilé, 110 A, Campo Grande",Recife,PE,50000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1761_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1761_2.jpg
mapeando_axe_2010,1886,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oya Guerecynã,Giusepe Alves Campos,Candomblé,Ketu,Iansã,2004,"Rua Nova Lima, 176 A, Itacolomi",Sabara,MG,34580-050,
mapeando_axe_2010,1885,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ile Axé Oya Idé,Ubiratan dos Santos,Nagô,"Jurema, Nagô",Oiá,1990,"Rua Melú, 56, Cordeiro - Prado",Recife,PE,50630-470,
mapeando_axe_2010,1884,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Igbalé,Valência Conceição Silva Silveira,Candomblé,Jêje Mahin,Oiá Funam,1997,"Rua Canápolis,103, Tamarineira",Recife,PE,52110-020,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/402_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/402_2.jpg
mapeando_axe_2010,1883,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Jigãn,Célia Maria Frutuoso,"Jurema, Nagô","Jurema, Nagô",Oiá Jigãn,2000,"Rua Alto do Mundo Novo, 199, Vasco da Gama",Recife,PE,52081-050,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/951_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/951_2.jpg
mapeando_axe_2010,1882,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oya Kurugesi,Cézar Augusto da Silva,"Candomblé, Umbanda","Ketu, Jêje","Oiá, Ogum",1965,"Rua Couto Magalhães, 320, Santa Efigênia",Belo Horizonte,MG,30270-210,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/186_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/186_2.jpg
mapeando_axe_2010,1881,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Matamba,Robson Melo dos Santos,Candomblé,Alaketu,Oiá,1970,"Rua Córrego São Sebastião, 1505, Água Fria",Recife,PE,52211-600,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2622_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2622_2.jpg
mapeando_axe_2010,1880,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Megê,Adeíldo Paraíso da Silva,Religião de Matriz Africana,Xambá,Oiá Megê,1930,"Rua Severina Paraiso da Silva, 65, São Benedito",Olinda,PE,53270-360,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5009_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5009_2.jpg
mapeando_axe_2010,1879,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Meguê,Mércia Maria Rosa Melo dos Santos,Candomblé,Nagô,"Pomba Gira, Cabocla Jubitiaria",1992,"Rua Tuparetama, 1335, Pau Amarelo",Paulista,PE,53433-320,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1510_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1510_2.jpg
mapeando_axe_2010,1878,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Ntô,Maria dos Prazeres da Silva,"Nagô, Moçambique, Jurema","Nagô, Moçambique, Jurema",Oiá Ntô,1980,"Rua Alto Nossa Senhora de Fátima, 210, Vasco da Gama",Recife,PE,52280-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/947_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/947_2.jpg
mapeando_axe_2010,1877,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Onira,Sueli Barbosa de Souza,Candomblé,Ketu,Iansã,1995,"Rio Barão de Grajaú, 370, Ibura",Recife,PE,51240-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/130_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/130_2.jpg
mapeando_axe_2010,1876,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Onira,Maria Lúcia Tabosa da Silva,Candomblé,Nagô,"Mestra Paulina, Mestre Sibamba, Oiá",2006,"Rua Tracunhaem, 13 A - Conjunto Beira Mar, Janga",Paulista,PE,53435-640,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1412_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1412_2.jpg
mapeando_axe_2010,1875,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oya Onira,Josafá Antônio Ferreira,Candomblé,Nagô Egbá,Oiá,1992,"2 ª Travessa da General Sampaio, 102, Córrego do Abacaxi",Olinda,PE,53160-162,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2257_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2257_2.jpg
mapeando_axe_2010,1874,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Onira,Marcone Augusto de Barros Paris,"Candomblé, Jurema",Nagô,Oxum,1994,"Rua do Canal, 507, Ponte Preta",Olinda,PE,53110-511,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2945_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2945_2.jpg
mapeando_axe_2010,1873,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Onira,Maria dos Prazeres da Silva,Candomblé,Alaketu,Oiá,2000,"Rua Um - Travessa Alto do Paraíso, 384, Totó",Recife,PE,50791-251,
mapeando_axe_2010,1872,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Onira,Cláudia Regina Maria Gomes da Silva,"Nagô, Ketu",Ketu,Pomba Gira Madelon,1996,"Avenida Quatro, Quadra 52, Lote 42, Loteamento Cidade Garapu",Cabo de Santo Agostinho,PE,54500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4853_1.jpg
mapeando_axe_2010,1871,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Orun Balé,Severino José dos Santos,Candomblé,Ketu,Oiá Balé,1985,"Segunda Travessa, 179 , Rua Itaguá, Joana Bezerra",Recife,PE,50080-724,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/382_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/382_2.jpg
mapeando_axe_2010,1870,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Tonigã,Cláudia Regina Tavares Alves,Candomblé,Nagô,Oiá,1980,"Rua Aurilândia, 151, Bomba do Hemetério - Água Fria",Recife,PE,52111-622,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1891_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1891_2.jpg
mapeando_axe_2010,1869,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Tope,Deivson Carlos da Silva,Candomblé,Alaketu,Mestra Leonora,2005,"Rua Buritis, 238, Água Fria",Recife,PE,52211-580,
mapeando_axe_2010,1868,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Topé Orum,Marcos Francisco da Silva,Candomblé,Jêje,Oiá,2000,"Rua Vasconcelos, 182, VIsta Alegre",Jaboatão dos Guararapes,PE,54080-032,
mapeando_axe_2010,1867,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá Tundegy,Selma Maria dos Santos,Candomblé,Ketu,"Oiá, Oxóssi",2000,"Rua Alfredo Calado - Quadra 1 - Casa 16, Decoville",Marituba,PA,67200-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2633_1.jpg
mapeando_axe_2010,1866,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Oyá T´Ogum,Lúcia Maria Crispiniano da Silva,Candomblé,Jêje Ebá,Oiá,1992,"Rua Paramatama, 350, Pau Amarelo",Paulista,PE,,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2437_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2437_2.jpg
mapeando_axe_2010,1865,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axe Oyatogun,Antônio Souza da Silva Junior,Espírita,Nagô,Caboclo Aurora Canindé,1973,"Rua Nossa Senhora do Desterro, 148, Jardim Jordão",Jaboatão dos Guararapes,PE,54320-410,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2653_1.jpg
mapeando_axe_2010,1864,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Pai Oxalá de Orumilaia,Vantuir Ricardo da Silva,"Umbanda, Batuque, Quimbanda",Outra,"Oxalá, Ogum da Lua",1989,"Rua Sepé Tiaraju, 116, Sepé Tiaraju",VIamão,RS,94450-750,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2921_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2921_2.jpg
mapeando_axe_2010,1863,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Palácio de Xangô,Osmar José da Silva,"Umbanda, Nagô","Umbanda / Linha Branca, Nagô","Oxum, Oxalá, Xangô",1975,"Rua Doutor Miguel VIeira Ferreira, 72, Cordeiro",Recife,PE,50721-230,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1097_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1097_2.jpg
mapeando_axe_2010,1862,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Pandá-Lairá,Hermes Maximiano da Silva,Nagô,"Jurema, Nagô, Egbá","Oxum Pandá, Xangô Lairá",1970,"Rua Rio Piracicaba, 146- VIla do Sesi, Ibura",Recife,PE,50000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5171_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5171_2.jpg
mapeando_axe_2010,1861,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Patrícia Baracho,Elza Ferreira da Silva,Jurema,Nagô,Cabocla Geraldina,1975,"Rua 5, 45, 1ª Etapa, Rio Doce",Olinda,PE,53070-191,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4946_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4946_2.jpg
mapeando_axe_2010,1860,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Príncipe das Águas,Ednilton Armando do Nascimento,Candomblé,Alaketu,"Logun Edé, Oiá",2006,"Rua Mataripe, 04, Jardim Brasil II",Olinda,PE,53300-030,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5448_1.jpg
mapeando_axe_2010,1859,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Rei Omulu,José Lucas de Lima Santos de Moura,Candomblé,Ketu Nagô,"Omulu, Iansã, Iemanjá, Oxóssi",1992,"Rua Cacaueiro - Quadra A9, 40, Ouro Preto",Olinda,PE,53330-450,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2889_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2889_2.jpg
mapeando_axe_2010,1858,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Roça Nagô Ebá Oxum Abalô,Célia Silva de França,Candomblé,"Umbanda / Linha Branca, Nagô",Mestre Zé Pretinho,1983,"Rua Compositor Edgar Moraes, 07-A, Brejo da Guabiraba",Recife,PE,52291-220,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/473_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/473_2.jpg
mapeando_axe_2010,1857,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Rum Idan Olorum,Andrea Cristina da Silva,Candomblé,Ketu,Bessen,1993,"Rua São Benedito, 88, Pina",Recife,PE,51011-650,
mapeando_axe_2010,1856,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Rumpame de Xangô Aganju,IVanildo Pinheiro da Silva,Candomblé,Angola,Xangô,1948,"Rua Honorato do Espírito Santo, 30, Guadalupe",Olinda,PE,53240-550,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1918_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1918_2.jpg
mapeando_axe_2010,1855,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Run Omiym Ade Oxum,Clelson Dias Silva,Candomblé,Nagô,Seu Miraci,2003,"Rua 21 de Abril, 529 - Passagem Ligação, Icuí - Guarajá",Ananindeua,PA,67000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1346_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1346_2.jpg
mapeando_axe_2010,1854,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Sabá Omin,Alexandre VIdal da Silva,Candomblé,"Jêje, Nagô",Iemanjá,2008,"Rua Nova Jerusalém, 233 A, Passarinho - Caixa D´Água",Olinda,PE,53170-840,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2909_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2909_2.jpg
mapeando_axe_2010,1853,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Sango Ayrá Ibonã,Valderez Gonzaga da Silva,Candomblé,Ketu,"Xangô, Oxalá",2009,"Rua Doralino Pereira de Araújo, 37, Pirapama",Cabo de Santo Agostinho,PE,54530-075,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/760_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/760_2.jpg
mapeando_axe_2010,1852,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Shango Aganju,Fagner dos Santos,"Umbanda, Batuque, Quimbanda",Oyó,Xangô,1996,"Rua X Quatorze, 234, Morada da Colina",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3540_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3540_2.jpg
mapeando_axe_2010,1851,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Témi Babá Okém,Vanessa Negreiros Rodrigues,Batuque,Cabinda,Oxalá,2004,"Rua 3, Nº 704 - Setor 2, Guajuviras",Canoas,RS,92440-750,
mapeando_axe_2010,1850,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Tiegbe Omade Omixire,Getúlio Assis Brasil da Rosa,Batuque,Jêje,"Oxum, Bará, Iansã, Xangô",2002,"Rua Antônio Teixeira Morales, 30 (Antiga Rua 2), Lomba do Pinheiro",Porto Alegre,RS,91550-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/663_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/663_2.jpg
mapeando_axe_2010,1849,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axê Togun Maxé,Severino de Carvalho Silva,Candomblé,Jêje Mahin,Iansã,1991,"Estrada do Pica Pau - Estrada da Mumbeca, 2, Paratibe - Zona Rural",Paulista,PE,,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1180_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1180_2.jpg
mapeando_axe_2010,1848,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Toy Lissá e Sôgbo,Fernando Felipe B. Moreira,Tambor de Mina,Mina Jêje Nagô,"Oxalá, Iansã",2005,"Rua Raimundo Barbosa Santana, 601, Centro",Marituba,PA,67200-970,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2000_1.jpg
mapeando_axe_2010,1847,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ile Axé Tyoyá Lorok,Nazaré do Socorro dos Santos Jamacaru,Tambor de Mina,Mina,"Iansã, Ogun",1992,"1º de Janeiro, 43, Bairro Novo",Marituba,PA,67200-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/98_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/98_2.jpg
mapeando_axe_2010,1846,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Vodum Ogum Ribauam,Rodrigo Araújo de Souza,Jêje,Jêje,Ogum,2009,"Rua dos Músicos, 23, Olaria",Moreno,PE,54800-970,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5485_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5485_2.jpg
mapeando_axe_2010,1845,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Vodum Oiá Balé Toulu Degan,Wilton Leite de Oliveira,Candomblé,"Jêje, Nagô, Vodum","Iansã, Mestra Nani",1979,"Rua Poeta Olavo Bilac,107, VIla Torres Galvão",Paulista,PE,53403-400,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1536_1.jpg
mapeando_axe_2010,1844,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ilê Axé Vodum Oyá,Dilsom Pereira de Souza,Candomblé,"Jêje, Nagô",Oiá,1995,"Rua Pau Perera, 08, Córrego da Areia",Recife,PE,52191-070,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/394_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/394_2.jpg
